index,t,value_1,value_2
185,0.185,0.08033810013339371,0.040169050066696854
186,0.186,0.2034517335607744,0.1017258667803872
187,0.187,0.32398875043287173,0.16199437521643587
188,0.188,0.4400068782893821,0.22000343914469106
189,0.189,0.5495898570621383,0.2747949285310691
190,0.19,0.6508802251957482,0.3254401125978741
191,0.191,0.7421124950117777,0.37105624750588884
192,0.192,0.8216461420757444,0.4108230710378722
193,0.193,0.8879978024034348,0.4439989012017174
194,0.194,0.9398720501572061,0.46993602507860305
195,0.195,0.9761901181955525,0.48809505909777623
196,0.196,0.9961159254773766,0.4980579627386883
197,0.197,0.999078789741179,0.4995393948705895
198,0.198,0.9847922317301099,0.49239611586505494
199,0.199,0.9532683189291311,0.47663415946456555
200,0.2,0.9048270524660186,0.4524135262330093
201,0.201,0.8401003703539968,0.4200501851769984
202,0.202,0.760030423153867,0.3800152115769335
203,0.203,0.6658618736069584,0.3329309368034792
204,0.204,0.5591280786914382,0.2795640393457191
205,0.205,0.4416311293899815,0.22081556469499075
206,0.206,0.31541584838934084,0.15770792419467042
207,0.207,0.18273797679462553,0.09136898839731276
208,0.208,0.04602691525930382,0.02301345762965191
209,0.209,-0.0921564800438705,-0.04607824002193525
210,0.21,-0.22916641343692157,-0.11458320671846078
211,0.211,-0.3623222172510134,-0.1811611086255067
212,0.212,-0.4889610917667077,-0.24448054588335386
213,0.213,-0.6064925319693945,-0.3032462659846972
214,0.214,-0.7124533643315367,-0.35622668216576836
215,0.215,-0.8045622442093233,-0.40228112210466166
216,0.216,-0.8807724133657318,-0.4403862066828659
217,0.217,-0.9393214903095566,-0.4696607451547783
218,0.218,-0.9787770658928622,-0.4893885329464311
219,0.219,-0.9980769047859445,-0.49903845239297223
220,0.22,-0.9965626113388819,-0.49828130566944095
221,0.221,-0.9740057065929928,-0.4870028532964964
222,0.222,-0.9306251817664445,-0.46531259088322224
223,0.223,-0.8670957415837736,-0.4335478707918868
224,0.224,-0.7845461267201215,-0.39227306336006074
225,0.225,-0.6845471059286886,-0.3422735529643443
226,0.226,-0.569088951821711,-0.2845444759108555
227,0.227,-0.4405484556746802,-0.2202742278373401
228,0.228,-0.30164579114221873,-0.15082289557110937
229,0.229,-0.15539179883106197,-0.07769589941553098
230,0.23,-0.005026527078817153,-0.0025132635394085764
231,0.231,0.14604987764633076,0.07302493882316538
232,0.232,0.2943525916130197,0.14717629580650984
233,0.233,0.4363922807402207,0.21819614037011034
234,0.234,0.5687582490334475,0.28437912451672376
235,0.235,0.6882026385445517,0.34410131927227583
236,0.236,0.7917236258178078,0.3958618129089039
237,0.237,0.8766454811667501,0.43832274058337506
238,0.238,0.9406933300654642,0.4703466650327321
239,0.239,0.9820604845140324,0.4910302422570162
240,0.24,0.9994662992734908,0.4997331496367454
241,0.241,0.9922026547473841,0.49610132737369206
242,0.242,0.960167374813345,0.4800836874066725
243,0.243,0.903883152172078,0.451941576086039
244,0.244,0.8245008720935907,0.41225043604679534
245,0.245,0.7237865923006915,0.36189329615034577
246,0.246,0.6040918448486613,0.30204592242433065
247,0.247,0.46830736623830826,0.23415368311915413
248,0.248,0.3198008240669139,0.15990041203345695
249,0.249,0.16233958033267845,0.08116979016633923
250,0.25,8.572527594031472e-16,4.286263797015736e-16
251,0.251,-0.16293473526389046,-0.08146736763194523
252,0.252,-0.322085928467934,-0.161042964233967
253,0.253,-0.4730970301266865,-0.23654851506334326
254,0.254,-0.6117545947176022,-0.3058772973588011
255,0.255,-0.7341092216582884,-0.3670546108291442
256,0.256,-0.8365930150177802,-0.4182965075088901
257,0.257,-0.9161300340293244,-0.4580650170146622
258,0.258,-0.9702362465216107,-0.48511812326080533
259,0.259,-0.9971056446247393,-0.49855282231236964
260,0.26,-0.9956794385021441,-0.49783971925107207
261,0.261,-0.9656956080612568,-0.4828478040306284
262,0.262,-0.907716559740756,-0.453858279870378
263,0.263,-0.823133197083848,-0.411566598541924
264,0.264,-0.7141443578082448,-0.3570721789041224
265,0.265,-0.5837112809325288,-0.2918556404662644
266,0.266,-0.4354875264718169,-0.21774376323590844
267,0.267,-0.2737255557200952,-0.1368627778600476
268,0.268,-0.10316196834799825,-0.051580984173999124
269,0.269,0.07111584203308305,0.035557921016541524
270,0.27,0.24381813596134194,0.12190906798067097
271,0.271,0.4096122614336084,0.2048061307168042
272,0.272,0.5632884147624326,0.2816442073812163
273,0.273,0.699926657275957,0.3499633286379785
274,0.274,0.815059848477833,0.4075299242389165
275,0.275,0.9048270524660194,0.4524135262330097
276,0.276,0.9661120474297857,0.48305602371489287
277,0.277,0.9966618255834799,0.49833091279173997
278,0.278,0.9951804146906427,0.49759020734532133
279,0.279,0.9613939776997735,0.48069698884988676
280,0.28,0.8960839425699978,0.4480419712849989
281,0.281,0.8010858619711991,0.40054293098559957
282,0.282,0.6792527774918801,0.33962638874594003
283,0.283,0.5343830344499378,0.2671915172249689
284,0.284,0.37111372513412877,0.18555686256706438
285,0.285,0.19478218961071403,0.09739109480535701
286,0.286,0.011259230167636186,0.005629615083818093
287,0.287,-0.1732411477450797,-0.08662057387253985
288,0.288,-0.3523696146103137,-0.17618480730515684
289,0.289,-0.5198602826312523,-0.25993014131562614
290,0.29,-0.6697529470283599,-0.33487647351417993
291,0.291,-0.7966109521115029,-0.39830547605575145
292,0.292,-0.8957266596043579,-0.44786332980217897
293,0.293,-0.9633066137840455,-0.48165330689202274
294,0.294,-0.9966289153253105,-0.49831445766265525
295,0.295,-0.9941660338363012,-0.4970830169181506
296,0.296,-0.9556672968931244,-0.4778336484465622
297,0.297,-0.8821965679609042,-0.4410982839804521
298,0.298,-0.7761221321726491,-0.38806106608632457
299,0.299,-0.6410575015750647,-0.32052875078753235
300,0.3,-0.48175367410172004,-0.24087683705086002
301,0.301,-0.3039452686548703,-0.15197263432743516
302,0.302,-0.1141548412741796,-0.0570774206370898
303,0.303,0.08053851053966642,0.04026925526983321
304,0.304,0.27275850286126274,0.13637925143063137
305,0.305,0.45510981280865365,0.22755490640432682
306,0.306,0.6204647372900682,0.3102323686450341
307,0.307,0.7622473288586694,0.3811236644293347
308,0.308,0.8747036323492982,0.4373518161746491
309,0.309,0.953146750190177,0.4765733750950885
310,0.31,0.9941660338363002,0.4970830169181501
311,0.311,0.9957907342147829,0.49789536710739146
312,0.312,0.9575999263504301,0.47879996317521506
313,0.313,0.8807724133657326,0.4403862066828663
314,0.314,0.7680725541142267,0.38403627705711335
315,0.315,0.623770469784988,0.311885234892494
316,0.316,0.4534977747665475,0.22674888738327376
317,0.317,0.26404273968490466,0.13202136984245233
318,0.318,0.06309151443915777,0.031545757219578884
319,0.319,-0.14107540381496103,-0.07053770190748052
320,0.32,-0.3399199981220649,-0.16995999906103246
321,0.321,-0.5250035167543395,-0.26250175837716977
322,0.322,-0.6883484987874768,-0.3441742493937384
323,0.323,-0.8227905293124111,-0.4113952646562056
324,0.324,-0.9223040693943123,-0.46115203469715615
325,0.325,-0.9822872507286889,-0.49114362536434447
326,0.326,-0.9997917683649216,-0.4998958841824608
327,0.327,-0.9736859252839988,-0.4868429626419994
328,0.328,-0.9047414261713302,-0.4523707130856651
329,0.329,-0.7956375988380882,-0.3978187994190441
330,0.33,-0.6508802251957443,-0.32544011259787214
331,0.331,-0.4766359482489149,-0.23831797412445746
332,0.332,-0.280487125115061,-0.1402435625575305
333,0.333,-0.07111584203308195,-0.035557921016540976
334,0.334,0.14207058775890016,0.07103529387945008
335,0.335,0.3493571404326728,0.1746785702163364
336,0.336,0.5411635219284052,0.2705817609642026
337,0.337,0.7084916010747365,0.35424580053736826
338,0.338,0.8433569343314827,0.42167846716574137
339,0.339,0.9391834705627832,0.4695917352813916
340,0.34,0.9911415197583906,0.4955707598791953
341,0.341,0.996411070649557,0.4982055353247785
342,0.342,0.9543554986177817,0.47717774930889084
343,0.343,0.8665945170264053,0.43329725851320267
344,0.344,0.7369697440289797,0.3684848720144899
345,0.345,0.5714012916823685,0.28570064584118426
346,0.346,0.3776391074197788,0.1888195537098894
347,0.347,0.1649181556775206,0.0824590778387603
348,0.348,-0.05646834927504498,-0.02823417463752249
349,0.349,-0.2756588305406154,-0.1378294152703077
350,0.35,-0.4817536741017083,-0.24087683705085414
351,0.351,-0.6643604558414854,-0.3321802279207427
352,0.352,-0.8141268696007568,-0.4070634348003784
353,0.353,-0.9232338247804694,-0.4616169123902347
354,0.354,-0.9858222623798196,-0.4929111311899098
355,0.355,-0.998329738536417,-0.4991648692682085
356,0.356,-0.9597166782584734,-0.4798583391292367
357,0.357,-0.8715672673424227,-0.43578363367121137
358,0.358,-0.7380560136533054,-0.3690280068266527
359,0.359,-0.5657777916996073,-0.28288889584980365
360,0.36,-0.36344635545895915,-0.18172317772947957
361,0.361,-0.1414734945581677,-0.07073674727908386
362,0.362,0.08855217065054076,0.04427608532527038
363,0.363,0.31446169700117704,0.15723084850058852
364,0.364,0.5241476325018223,0.26207381625091114
365,0.365,0.7062176465237178,0.3531088232618589
366,0.366,0.850624696925527,0.4253123484627635
367,0.367,0.9492385444106705,0.47461927220533523
368,0.368,0.9963254715174054,0.4981627357587027
369,0.369,0.9889070402987877,0.49445352014939387
370,0.37,0.9269744901797035,0.46348724508985173
371,0.371,0.8135426880155038,0.4067713440077519
372,0.372,0.6545360478156125,0.32726802390780624
373,0.373,0.4585081038905781,0.22925405194528906
374,0.374,0.23620594904544714,0.11810297452272357
375,0.375,5.3896838775215305e-15,2.6948419387607653e-15
376,0.376,-0.23679202349046743,-0.11839601174523372
377,0.377,-0.46065094851102734,-0.23032547425551367
378,0.378,-0.6586306262187858,-0.3293153131093929
379,0.379,-0.8191168047365466,-0.4095584023682733
380,0.38,-0.9325256250568864,-0.4662628125284432
381,0.381,-0.9918990547436493,-0.49594952737182463
382,0.382,-0.9933592782349083,-0.49667963911745416
383,0.383,-0.9363912129277717,-0.46819560646388586
384,0.384,-0.8239315903454605,-0.41196579517273024
385,0.385,-0.6622539602950035,-0.33112698014750175
386,0.386,-0.46065094851102756,-0.23032547425551378
387,0.387,-0.23092743735921603,-0.11546371867960802
388,0.388,0.01326969790570424,0.00663484895285212
389,0.389,0.25724883243807933,0.12862441621903967
390,0.39,0.48615236733184963,0.24307618366592482
391,0.391,0.6858650949862083,0.34293254749310415
392,0.392,0.8438967150089516,0.4219483575044758
393,0.393,0.9501829078640915,0.47509145393204577
394,0.394,0.9977527124642765,0.4988763562321383
395,0.395,0.983216718679833,0.4916083593399165
396,0.396,0.907040486998253,0.4535202434991265
397,0.397,0.7735801407730196,0.3867900703865098
398,0.398,0.5908715436299683,0.29543577181498415
399,0.399,0.3701800198619108,0.1850900099309554
400,0.4,0.12533323356429502,0.06266661678214751
401,0.401,-0.1281254042896544,-0.0640627021448272
402,0.402,-0.3739125867873112,-0.1869562933936556
403,0.403,-0.5960499934565041,-0.29802499672825206
404,0.404,-0.7799115749374427,-0.38995578746872134
405,0.405,-0.9132043902084889,-0.45660219510424443
406,0.406,-0.986816425661633,-0.4934082128308165
407,0.407,-0.9954716329904132,-0.4977358164952066
408,0.408,-0.938143483172,-0.469071741586
409,0.409,-0.8181930694740548,-0.4090965347370274
410,0.41,-0.6432153493404706,-0.3216076746702353
411,0.411,-0.4245964075108174,-0.2122982037554087
412,0.412,-0.176804397093006,-0.088402198546503
413,0.413,0.08354427139609344,0.04177213569804672
414,0.414,0.33878521364312797,0.16939260682156398
415,0.415,0.5714012916823566,0.2857006458411783
416,0.416,0.7652324923654833,0.38261624618274165
417,0.417,0.9066167497155067,0.4533083748577533
418,0.418,0.9853803173122877,0.49269015865614385
419,0.419,0.9956044363256573,0.49780221816282866
420,0.42,0.9361086529760159,0.46805432648800793
421,0.421,0.8106094588542406,0.4053047294271203
422,0.422,0.6275348294716139,0.31376741473580694
423,0.423,0.3994992834141246,0.1997496417070623
424,0.424,0.1424686211894847,0.07123431059474235
425,0.425,-0.1253332335642977,-0.06266661678214885
426,0.426,-0.38470262334600336,-0.19235131167300168
427,0.427,-0.6168314833803981,-0.30841574169019903
428,0.428,-0.8046816322587409,-0.40234081612937045
429,0.429,-0.9342572627113993,-0.46712863135569965
430,0.43,-0.9956794385021435,-0.49783971925107173
431,0.431,-0.9839782747447278,-0.4919891373723639
432,0.432,-0.8995370416695989,-0.44976852083479946
433,0.433,-0.7481465453964555,-0.37407327269822777
434,0.434,-0.540656194097901,-0.2703280970489505
435,0.435,-0.29223817654006035,-0.14611908827003017
436,0.436,-0.021310951147215745,-0.010655475573607872
437,0.437,0.2518045181351455,0.12590225906757274
438,0.438,0.5063998245901695,0.25319991229508476
439,0.439,0.7229536406178836,0.3614768203089418
440,0.44,0.8846460864518827,0.44232304322594135
441,0.441,0.9786945803502197,0.48934729017510986
442,0.442,0.9974033107888093,0.49870165539440464
443,0.443,0.9388377568163464,0.4694188784081732
444,0.444,0.8070625555421717,0.40353127777108583
445,0.445,0.6119136319095353,0.30595681595476765
446,0.446,0.3683114878971013,0.18415574394855064
447,0.447,0.09515915114561395,0.047579575572806974
448,0.448,-0.1860974012212735,-0.09304870061063675
449,0.449,-0.4531393422410207,-0.22656967112051035
450,0.45,-0.6845471059286966,-0.3422735529643483
451,0.451,-0.8615341852906083,-0.43076709264530416
452,0.452,-0.9695014967290546,-0.4847507483645273
453,0.453,-0.9992818743811892,-0.4996409371905946
454,0.454,-0.94796596380785,-0.473982981903925
455,0.455,-0.8192321226824463,-0.40961606134122314
456,0.456,-0.6231416620114444,-0.3115708310057222
457,0.457,-0.3754039239721522,-0.1877019619860761
458,0.458,-0.09615985051677099,-0.048079925258385496
459,0.459,0.19162581283922805,0.09581290641961403
460,0.46,0.46403829662795837,0.23201914831397918
461,0.461,0.6982014050041934,0.3491007025020967
462,0.462,0.8742159588737348,0.4371079794368674
463,0.463,0.9768828847188791,0.48844144235943954
464,0.464,0.9970596039241524,0.4985298019620762
465,0.465,0.9325256250568881,0.46626281252844404
466,0.466,0.788272008789087,0.3941360043945435
467,0.467,0.5761767152890147,0.28808835764450735
468,0.468,0.31407994740511813,0.15703997370255907
469,0.469,0.02432609367349433,0.012163046836747165
470,0.47,-0.26811282915540924,-0.13405641457770462
471,0.471,-0.5377776262121645,-0.26888881310608226
472,0.472,-0.760944343528752,-0.380472171764376
473,0.473,-0.9177346616942503,-0.45886733084712517
474,0.474,-0.9939250493907501,-0.49696252469537505
475,0.475,-0.9822872507286917,-0.49114362536434586
476,0.476,-0.883330114759193,-0.4416650573795965
477,0.477,-0.705363028036391,-0.3526815140181955
478,0.478,-0.4638601835483936,-0.2319300917741968
479,0.479,-0.18016756256500005,-0.09008378128250003
480,0.48,0.12034475880970677,0.060172379404853385
481,0.481,0.4105291577905928,0.2052645788952964
482,0.482,0.66390950651687,0.331954753258435
483,0.483,0.8571126420862019,0.42855632104310093
484,0.484,0.9720581003812278,0.4860290501906139
485,0.485,0.9976985020430019,0.49884925102150096
486,0.486,0.9311393435641899,0.46556967178209496
487,0.487,0.7780203919219727,0.38901019596098635
488,0.488,0.552106965183715,0.2760534825918575
489,0.489,0.27411229945913695,0.13705614972956848
490,0.49,-0.03015471762084969,-0.015077358810424844
491,0.491,-0.3321558639294053,-0.16607793196470266
492,0.492,-0.6032903936817513,-0.30164519684087565
493,0.493,-0.8176146598070837,-0.40880732990354185
494,0.494,-0.9543554986177802,-0.4771777493088901
495,0.495,-0.999971575673983,-0.4999857878369915
496,0.496,-0.9495542919991095,-0.47477714599955473
497,0.497,-0.8074185693693614,-0.4037092846846807
498,0.498,-0.586808849708875,-0.2934044248544375
499,0.499,-0.308730148437667,-0.1543650742188335
500,0.5,3.921345679817883e-15,1.9606728399089416e-15
501,0.501,0.30930381220459247,0.15465190610229623
502,0.502,0.5887607994532666,0.2943803997266333
503,0.503,0.8106094588542271,0.40530472942711354
504,0.504,0.9525365949805762,0.4762682974902881
505,0.505,0.999971575673983,0.4999857878369915
506,0.506,0.9476454227025364,0.4738227113512682
507,0.507,0.8002426502764959,0.40012132513824794
508,0.508,0.5720611294360735,0.28603056471803673
509,0.509,0.28569371968346186,0.14284685984173093
510,0.51,-0.030154717620856544,-0.015077358810428272
511,0.511,-0.34351021081812066,-0.17175510540906033
512,0.512,-0.6223550855433501,-0.31117754277167503
513,0.513,-0.8379123394875518,-0.4189561697437759
514,0.514,-0.9676514244554846,-0.4838257122277423
515,0.515,-0.9976985020430023,-0.4988492510215011
516,0.516,-0.924388460567568,-0.462194230283784
517,0.517,-0.754779194345461,-0.3773895971727305
518,0.518,-0.5060530327351896,-0.2530265163675948
519,0.519,-0.2038454305305976,-0.1019227152652988
520,0.52,0.1203447588097204,0.0601723794048602
521,0.521,0.43240807530448244,0.21620403765224122
522,0.522,0.6992082967520326,0.3496041483760163
523,0.523,0.8921220029765593,0.44606100148827965
524,0.524,0.9901542553089653,0.49507712765448264
525,0.525,0.9822872507286858,0.4911436253643429
526,0.526,0.8687933471207966,0.4343966735603983
527,0.527,0.6613495691830122,0.3306747845915061
528,0.528,0.38191705320218194,0.19095852660109097
529,0.529,0.06048270416590374,0.03024135208295187
530,0.53,-0.26811282915544277,-0.13405641457772138
531,0.531,-0.5679310898099345,-0.2839655449049672
532,0.532,-0.8058737228084316,-0.4029368614042158
533,0.533,-0.955370801935276,-0.477685400967638
534,0.534,-0.9994055505712084,-0.4997027752856042
535,0.535,-0.9325256250568845,-0.46626281252844226
536,0.536,-0.7615962210463219,-0.3807981105231609
537,0.537,-0.5051856952116148,-0.2525928476058074
538,0.538,-0.19162581283922037,-0.09581290641961018
539,0.539,0.1440605238913358,0.0720302619456679
540,0.54,0.4640382966279575,0.23201914831397874
541,0.541,0.7319209889307873,0.36596049446539364
542,0.542,0.9169342012556685,0.45846710062783425
543,0.543,0.9975036838623909,0.4987518419311954
544,0.544,0.9638443232852762,0.4819221616426381
545,0.545,0.8192321226824367,0.40961606134121836
546,0.546,0.5797863920939809,0.28989319604699043
547,0.547,0.2727585028612573,0.13637925143062865
548,0.548,-0.06650238242273278,-0.03325119121136639
549,0.549,-0.3985774806527963,-0.19928874032639815
550,0.55,-0.6845471059287009,-0.34227355296435047
551,0.551,-0.890572536928104,-0.445286268464052
552,0.552,-0.9919500557763394,-0.4959750278881697
553,0.553,-0.976146484774589,-0.4880732423872945
554,0.554,-0.8444356428043752,-0.4222178214021876
555,0.555,-0.6119136319095166,-0.3059568159547583
556,0.556,-0.30586014888512447,-0.15293007444256224
557,0.557,0.03738880235566113,0.018694401177830566
558,0.558,0.3767080473987213,0.18835402369936066
559,0.559,0.6710955980832651,0.33554779904163257
560,0.56,0.8846460864518919,0.44232304322594596
561,0.561,0.9909805804054075,0.49549029020270374
562,0.562,0.9765810429216837,0.48829052146084184
563,0.563,0.8425998095800995,0.42129990479004975
