index,t,value_1,value_2,value_3
91,0.091,0.989576118602651,0.27899110603922955,-0.9904614256966512
92,0.092,0.986685944207868,0.24868988716485482,-0.9961336091431725
93,0.093,0.9834452049953297,0.21814324139654276,-0.9992894726405892
94,0.094,0.9798550523842469,0.18738131458572457,-0.9999210442038161
95,0.095,0.9759167619387474,0.15643446504023098,-0.9980267284282716
96,0.096,0.971631732914674,0.1253332335643041,-0.9936113105200084
97,0.097,0.9670014877624351,0.09410831331851435,-0.986685944207868
98,0.098,0.9620276715860858,0.06279051952931358,-0.9772681235681935
99,0.099,0.9567120515588304,0.031410759078128236,-0.9653816388332738
100,0.1,0.9510565162951536,1.2246467991473532e-16,-0.9510565162951536
101,0.101,0.9450630751798048,-0.03141075907812844,-0.9343289424566119
102,0.102,0.9387338576538742,-0.0627905195293129,-0.9152411726209176
103,0.103,0.9320711124582111,-0.0941083133185141,-0.8938414241512641
104,0.104,0.925077206834458,-0.12533323356430384,-0.8701837546695258
105,0.105,0.9177546256839813,-0.15643446504023073,-0.8443279255020155
106,0.106,0.9101059706849958,-0.18738131458572432,-0.8163392507171842
107,0.107,0.902133959368203,-0.2181432413965425,-0.7862884321366188
108,0.108,0.8938414241512639,-0.24868988716485457,-0.754251380736104
109,0.109,0.8852313113324553,-0.2789911060392293,-0.7203090248879068
110,0.11,0.8763066800438637,-0.3090169943749473,-0.684547105928689
111,0.111,0.8670707011644901,-0.3387379202452915,-0.6470559615694443
112,0.112,0.8575266561936522,-0.3681245526846779,-0.6079302976946057
113,0.113,0.8476779360850834,-0.3971478906347804,-0.5672689491267565
114,0.114,0.8375280400421418,-0.42577929156507266,-0.5251746299612954
115,0.115,0.8270805742745617,-0.45399049973954664,-0.4817536741017153
116,0.116,0.816339250717184,-0.4817536741017154,-0.43711576665093255
117,0.117,0.805307885711122,-0.5090414157503712,-0.3913736668372025
118,0.118,0.7939903986478355,-0.5358267949789964,-0.34464292317451756
119,0.119,0.7823908105765882,-0.5620833778521303,-0.29704158157703503
120,0.12,0.7705132427757893,-0.587785252292473,-0.24868988716485535
121,0.121,0.758361915288722,-0.6129070536529763,-0.1997099805144072
122,0.122,0.7459411454241822,-0.6374239897486896,-0.15022558912075767
123,0.123,0.73325534622256,-0.6613118653236517,-0.10036171485121509
124,0.124,0.720309024887907,-0.6845471059286887,-0.05024431817977022
125,0.125,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16
126,0.126,0.6936533058128049,-0.7289686274214113,0.05024431817976974
127,0.127,0.6799533787224193,-0.7501110696304595,0.1003617148512146
128,0.128,0.6660118674342517,-0.7705132427757894,0.1502255891207572
129,0.129,0.6518337253008787,-0.7901550123756904,0.1997099805144067
130,0.13,0.6374239897486899,-0.8090169943749473,0.24868988716485488
131,0.131,0.6227877804881126,-0.8270805742745616,0.2970415815770346
132,0.132,0.6079302976946053,-0.8443279255020153,0.3446429231745171
133,0.133,0.5928568201610593,-0.8607420270039438,0.39137366683720287
134,0.134,0.5775727034222676,-0.8763066800438636,0.43711576665093294
135,0.135,0.5620833778521305,-0.8910065241883678,0.48175367410171566
136,0.136,0.5463943467342692,-0.9048270524660198,0.5251746299612957
137,0.137,0.530511184306734,-0.9177546256839813,0.5672689491267568
138,0.138,0.5144395337815063,-0.9297764858882515,0.6079302976946054
139,0.139,0.4981851053394909,-0.9408807689542255,0.6470559615694446
140,0.14,0.4817536741017152,-0.9510565162951535,0.6845471059286893
141,0.141,0.46515107807745854,-0.960293685676943,0.7203090248879065
142,0.142,0.4483832160900327,-0.968583161128631,0.7542513807361031
143,0.143,0.4314560456809593,-0.9759167619387472,0.7862884321366185
144,0.144,0.4143755809932843,-0.9822872507286885,0.8163392507171834
145,0.145,0.39714789063478106,-0.9876883405951377,0.8443279255020147
146,0.146,0.3797790955218014,-0.9921147013144778,0.8701837546695251
147,0.147,0.3622753667045458,-0.99556196460308,0.8938414241512634
148,0.148,0.34464292317451745,-0.9980267284282716,0.9152411726209174
149,0.149,0.32688802965494274,-0.9995065603657316,0.9343289424566118
150,0.15,0.3090169943749475,-1.0,0.9510565162951535
151,0.151,0.2910361668282722,-0.9995065603657316,0.9653816388332737
152,0.152,0.27295193551732544,-0.9980267284282716,0.9772681235681934
153,0.153,0.25477072568338227,-0.9955619646030801,0.9866859442078679
154,0.154,0.23649899702372504,-0.9921147013144779,0.9936113105200084
155,0.155,0.21814324139654276,-0.9876883405951378,0.9980267284282716
156,0.156,0.19970998051440705,-0.9822872507286887,0.9999210442038161
157,0.157,0.18120576362713725,-0.9759167619387475,0.9992894726405892
158,0.158,0.16263716519488378,-0.9685831611286311,0.9961336091431725
159,0.159,0.14401078255225216,-0.9602936856769431,0.9904614256966512
160,0.16,0.1253332335643041,-0.9510565162951536,0.9822872507286886
161,0.161,0.10661115427526005,-0.9408807689542256,0.9716317329146742
162,0.162,0.08785119655074315,-0.9297764858882512,0.9585217890173761
163,0.163,0.06906002571440562,-0.917754625683981,0.9429905358928645
164,0.164,0.05024431817976966,-0.9048270524660196,0.9250772068344579
165,0.165,0.031410759078128236,-0.891006524188368,0.9048270524660192
166,0.166,0.012566039883352392,-0.8763066800438634,0.8822912264349536
167,0.167,-0.006283143965558882,-0.8607420270039434,0.8575266561936523
168,0.168,-0.02513009544333757,-0.844327925502015,0.8305958991958124
169,0.169,-0.04396811831786515,-0.8270805742745618,0.8015669848708762
170,0.17,-0.06279051952931335,-0.8090169943749476,0.7705132427757886
171,0.171,-0.08159061156815768,-0.7901550123756901,0.737513117358174
172,0.172,-0.10036171485121428,-0.7705132427757896,0.7026499697988504
173,0.173,-0.1190971600948693,-0.75011106963046,0.6660118674342526
174,0.174,-0.13779029068463777,-0.7289686274214121,0.6276913612907011
175,0.175,-0.15643446504023073,-0.7071067811865477,0.5877852522924734
176,0.176,-0.17502305897527565,-0.684547105928689,0.5463943467342705
177,0.177,-0.19354946805086,-0.6613118653236523,0.5036232016357619
178,0.178,-0.21200710992205454,-0.6374239897486903,0.4595798606214886
179,0.179,-0.2303894266765902,-0.6129070536529765,0.41437558099328453
180,0.18,-0.24868988716485457,-0.5877852522924734,0.368124552684678
181,0.181,-0.2669019893203755,-0.5620833778521309,0.32094360980721076
182,0.182,-0.2850192624699758,-0.5358267949789971,0.2729519355173261
183,0.183,-0.3030352696327738,-0.509041415750372,0.22427076094938167
184,0.184,-0.3209436098072095,-0.4817536741017153,0.17502305897527612
185,0.185,-0.3387379202452911,-0.45399049973954697,0.1253332335643039
186,0.186,-0.3564118787132506,-0.425779291565073,0.07532680552793372
187,0.187,-0.37395920573780045,-0.3971478906347812,0.02513009544333806
188,0.188,-0.39137366683720215,-0.36812455268467786,-0.025130095443337323
189,0.189,-0.4086490747363489,-0.3387379202452914,-0.07532680552793299
190,0.19,-0.42577929156507266,-0.3090169943749477,-0.12533323356430318
191,0.191,-0.44275823103890133,-0.27899110603922966,-0.1750230589752754
192,0.192,-0.45957986062148776,-0.2486898871648545,-0.22427076094938095
193,0.193,-0.4762382036679392,-0.21814324139654243,-0.27295193551732544
194,0.194,-0.4927273415482914,-0.18738131458572468,-0.3209436098072101
195,0.195,-0.5090414157503712,-0.1564344650402311,-0.36812455268467725
196,0.196,-0.5251746299612958,-0.12533323356430465,-0.41437558099328387
197,0.197,-0.5411212521268757,-0.09410831331851403,-0.459579860621488
198,0.198,-0.556875616488188,-0.06279051952931326,-0.5036232016357612
199,0.199,-0.572432125594591,-0.03141075907812836,-0.5463943467342699
200,0.2,-0.587785252292473,-2.4492935982947064e-16,-0.5877852522924728
201,0.201,-0.6029295416890247,0.03141075907812876,-0.6276913612907005
202,0.202,-0.6178596130903344,0.06279051952931367,-0.6660118674342519
203,0.203,-0.6325701619131248,0.09410831331851442,-0.7026499697988499
204,0.204,-0.647055961569444,0.1253332335643033,-0.7375131173581736
205,0.205,-0.6613118653236517,0.15643446504023062,-0.770513242775788
206,0.206,-0.675332808121024,0.1873813145857242,-0.8015669848708757
207,0.207,-0.6891138083873481,0.21814324139654195,-0.8305958991958121
208,0.208,-0.7026499697988491,0.24868988716485402,-0.857526656193652
209,0.209,-0.7159364830218308,0.27899110603922833,-0.8822912264349532
210,0.21,-0.7289686274214113,0.3090169943749472,-0.9048270524660189
211,0.211,-0.7417417727387391,0.338737920245291,-0.9250772068344576
212,0.212,-0.7542513807361035,0.36812455268467736,-0.9429905358928643
213,0.213,-0.7664930068093496,0.3971478906347799,-0.9585217890173758
214,0.214,-0.7784623015670231,0.42577929156507255,-0.971631732914674
215,0.215,-0.7901550123756904,0.4539904997395465,-0.9822872507286885
216,0.216,-0.8015669848708764,0.4817536741017149,-0.9904614256966511
217,0.217,-0.8126941644330936,0.5090414157503708,-0.9961336091431724
218,0.218,-0.8235325976284275,0.5358267949789967,-0.9992894726405892
219,0.219,-0.834078433613171,0.5620833778521305,-0.9999210442038161
220,0.22,-0.8443279255020147,0.5877852522924729,-0.9980267284282716
221,0.221,-0.8542774316992952,0.6129070536529762,-0.9936113105200084
222,0.222,-0.8639234171928352,0.63742398974869,-0.986685944207868
223,0.223,-0.8732624548099199,0.6613118653236519,-0.9772681235681934
224,0.224,-0.8822912264349534,0.6845471059286886,-0.9653816388332741
225,0.225,-0.8910065241883678,0.7071067811865474,-0.9510565162951538
226,0.226,-0.8994052515663709,0.7289686274214112,-0.934328942456612
227,0.227,-0.907484424541117,0.7501110696304597,-0.9152411726209174
228,0.228,-0.9152411726209175,0.7705132427757893,-0.8938414241512634
229,0.229,-0.9226727398701147,0.7901550123756903,-0.8701837546695259
230,0.23,-0.9297764858882515,0.8090169943749472,-0.8443279255020152
231,0.231,-0.9365498867481923,0.827080574274562,-0.8163392507171837
232,0.232,-0.9429905358928643,0.8443279255020152,-0.7862884321366185
233,0.233,-0.9490961449902947,0.8607420270039436,-0.7542513807361042
234,0.234,-0.954864544746643,0.8763066800438636,-0.720309024887907
235,0.235,-0.960293685676943,0.8910065241883678,-0.6845471059286897
236,0.236,-0.9653816388332738,0.9048270524660194,-0.6470559615694451
237,0.237,-0.9701265964901058,0.9177546256839809,-0.6079302976946059
238,0.238,-0.9745268727865771,0.9297764858882511,-0.5672689491267567
239,0.239,-0.978580904325472,0.9408807689542251,-0.525174629961297
240,0.24,-0.9822872507286887,0.9510565162951535,-0.4817536741017163
241,0.241,-0.9856445951489979,0.960293685676943,-0.4371157666509336
242,0.242,-0.988651744737914,0.968583161128631,-0.3913736668372027
243,0.243,-0.9913076310695066,0.9759167619387472,-0.34464292317451695
244,0.244,-0.9936113105200084,0.9822872507286886,-0.29704158157703614
245,0.245,-0.99556196460308,0.9876883405951377,-0.2486898871648556
246,0.246,-0.9971589002606139,0.9921147013144778,-0.19970998051440741
247,0.247,-0.998401550108975,0.99556196460308,-0.15022558912075704
248,0.248,-0.9992894726405892,0.9980267284282716,-0.10036171485121623
249,0.249,-0.999822352380809,0.9995065603657316,-0.05024431817977047
250,0.25,-1.0,1.0,-4.898587196589413e-16
251,0.251,-0.999822352380809,0.9995065603657316,0.050244318179769494
252,0.252,-0.9992894726405892,0.9980267284282716,0.10036171485121524
253,0.253,-0.998401550108975,0.99556196460308,0.15022558912075606
254,0.254,-0.9971589002606139,0.9921147013144779,0.19970998051440647
255,0.255,-0.99556196460308,0.9876883405951377,0.24868988716485466
256,0.256,-0.9936113105200084,0.9822872507286886,0.2970415815770352
257,0.257,-0.9913076310695066,0.9759167619387473,0.34464292317451606
258,0.258,-0.988651744737914,0.9685831611286311,0.3913736668372018
259,0.259,-0.985644595148998,0.9602936856769431,0.4371157666509327
260,0.26,-0.9822872507286887,0.9510565162951536,0.48175367410171543
261,0.261,-0.9785809043254721,0.9408807689542257,0.5251746299612963
262,0.262,-0.9745268727865771,0.9297764858882517,0.5672689491267559
263,0.263,-0.9701265964901059,0.9177546256839808,0.6079302976946052
264,0.264,-0.9653816388332738,0.9048270524660192,0.6470559615694444
265,0.265,-0.9602936856769431,0.8910065241883676,0.6845471059286891
266,0.266,-0.9548645447466431,0.8763066800438634,0.7203090248879076
267,0.267,-0.9490961449902945,0.8607420270039435,0.7542513807361035
268,0.268,-0.9429905358928644,0.8443279255020151,0.7862884321366189
269,0.269,-0.9365498867481924,0.8270805742745619,0.8163392507171842
270,0.27,-0.9297764858882512,0.8090169943749476,0.8443279255020155
271,0.271,-0.9226727398701148,0.7901550123756906,0.8701837546695255
272,0.272,-0.9152411726209176,0.7705132427757886,0.8938414241512638
273,0.273,-0.9074844245411168,0.7501110696304589,0.9152411726209178
274,0.274,-0.899405251566371,0.728968627421411,0.9343289424566124
275,0.275,-0.891006524188368,0.7071067811865471,0.951056516295154
276,0.276,-0.8822912264349531,0.6845471059286884,0.9653816388332739
277,0.277,-0.8732624548099202,0.6613118653236517,0.9772681235681935
278,0.278,-0.8639234171928354,0.6374239897486897,0.9866859442078681
279,0.279,-0.8542774316992949,0.6129070536529766,0.9936113105200085
280,0.28,-0.844327925502015,0.5877852522924734,0.9980267284282717
281,0.281,-0.8340784336131708,0.5620833778521296,0.9999210442038161
282,0.282,-0.8235325976284277,0.5358267949789972,0.9992894726405893
283,0.283,-0.8126941644330944,0.5090414157503721,0.9961336091431727
284,0.284,-0.8015669848708772,0.4817536741017162,0.9904614256966515
285,0.285,-0.7901550123756906,0.4539904997395479,0.9822872507286889
286,0.286,-0.7784623015670239,0.42577929156507394,0.9716317329146742
287,0.287,-0.7664930068093505,0.39714789063478206,0.9585217890173766
288,0.288,-0.754251380736104,0.3681245526846796,0.9429905358928652
289,0.289,-0.7417417727387396,0.33873792024529153,0.9250772068344587
290,0.29,-0.7289686274214121,0.3090169943749478,0.9048270524660201
291,0.291,-0.7159364830218313,0.2789911060392298,0.8822912264349537
292,0.292,-0.7026499697988496,0.2486898871648555,0.8575266561936534
293,0.293,-0.6891138083873491,0.21814324139654342,0.8305958991958137
294,0.294,-0.6753328081210246,0.18738131458572568,0.8015669848708774
295,0.295,-0.6613118653236523,0.1564344650402321,0.7705132427757898
296,0.296,-0.647055961569445,0.12533323356430567,0.7375131173581743
297,0.297,-0.6325701619131247,0.09410831331851592,0.7026499697988505
298,0.298,-0.6178596130903348,0.06279051952931339,0.6660118674342527
299,0.299,-0.6029295416890254,0.03141075907812848,0.6276913612907012
300,0.3,-0.5877852522924734,3.6739403974420594e-16,0.5877852522924736
301,0.301,-0.5724321255945913,-0.03141075907812775,0.5463943467342707
302,0.302,-0.5568756164881886,-0.06279051952931265,0.5036232016357621
303,0.303,-0.541121252126876,-0.09410831331851342,0.4595798606214888
304,0.304,-0.525174629961296,-0.12533323356430318,0.41437558099328475
305,0.305,-0.509041415750372,-0.15643446504022962,0.3681245526846782
306,0.306,-0.4927273415482917,-0.1873813145857232,0.320943609807211
307,0.307,-0.4762382036679395,-0.2181432413965427,0.2729519355173264
308,0.308,-0.4595798606214885,-0.24868988716485477,0.22427076094938192
309,0.309,-0.44275823103890166,-0.27899110603922905,0.17502305897527637
310,0.31,-0.425779291565073,-0.30901699437494706,0.12533323356430415
311,0.311,-0.4086490747363497,-0.33873792024529087,0.07532680552793397
312,0.312,-0.3913736668372025,-0.36812455268467725,0.0251300954433383
313,0.313,-0.3739592057378008,-0.3971478906347798,-0.02513009544333708
314,0.314,-0.3564118787132505,-0.42577929156507166,-0.07532680552793275
315,0.315,-0.3387379202452914,-0.45399049973954725,-0.12533323356430293
316,0.316,-0.3209436098072098,-0.48175367410171555,-0.17502305897527515
317,0.317,-0.3030352696327737,-0.5090414157503714,-0.22427076094938073
318,0.318,-0.28501926246997616,-0.5358267949789965,-0.27295193551732516
319,0.319,-0.26690198932037584,-0.5620833778521305,-0.3209436098072098
320,0.32,-0.2486898871648545,-0.5877852522924728,-0.3681245526846787
321,0.321,-0.23038942667659057,-0.612907053652976,-0.41437558099328525
322,0.322,-0.2120071099220549,-0.6374239897486892,-0.45957986062148615
323,0.323,-0.19354946805085993,-0.6613118653236512,-0.5036232016357596
324,0.324,-0.175023058975276,-0.6845471059286892,-0.5463943467342682
325,0.325,-0.1564344650402311,-0.7071067811865479,-0.5877852522924726
326,0.326,-0.1377902906846377,-0.7289686274214118,-0.6276913612907004
327,0.327,-0.11909716009486966,-0.7501110696304596,-0.6660118674342518
328,0.328,-0.10036171485121509,-0.7705132427757891,-0.7026499697988496
329,0.329,-0.08159061156815715,-0.7901550123756902,-0.7375131173581746
330,0.33,-0.06279051952931326,-0.8090169943749472,-0.7705132427757901
331,0.331,-0.043968118317865075,-0.8270805742745615,-0.8015669848708777
332,0.332,-0.02513009544333705,-0.8443279255020156,-0.830595899195812
333,0.333,-0.006283143965558805,-0.8607420270039441,-0.8575266561936519
334,0.334,0.012566039883352469,-0.8763066800438639,-0.8822912264349531
335,0.335,0.03141075907812876,-0.8910065241883681,-0.9048270524660196
336,0.336,0.05024431817976974,-0.9048270524660197,-0.9250772068344583
337,0.337,0.0690600257144057,-0.9177546256839811,-0.9429905358928647
338,0.338,0.08785119655074367,-0.9297764858882513,-0.9585217890173763
339,0.339,0.10661115427526012,-0.9408807689542253,-0.9716317329146743
340,0.34,0.12533323356430418,-0.9510565162951534,-0.982287250728689
341,0.341,0.1440107825522527,-0.9602936856769434,-0.9904614256966511
342,0.342,0.16263716519488383,-0.9685831611286314,-0.9961336091431724
343,0.343,0.1812057636271373,-0.9759167619387475,-0.9992894726405892
344,0.344,0.19970998051440583,-0.9822872507286885,-0.9999210442038161
345,0.345,0.21814324139654195,-0.9876883405951375,-0.9980267284282718
346,0.346,0.23649899702372382,-0.9921147013144777,-0.9936113105200087
347,0.347,0.2547707256833819,-0.9955619646030799,-0.9866859442078684
348,0.348,0.27295193551732466,-0.9980267284282714,-0.9772681235681938
349,0.349,0.291036166828271,-0.9995065603657315,-0.9653816388332742
350,0.35,0.3090169943749472,-1.0,-0.9510565162951538
351,0.351,0.32688802965494196,-0.9995065603657316,-0.9343289424566121
352,0.352,0.3446429231745163,-0.9980267284282716,-0.915241172620919
353,0.353,0.36227536670454547,-0.9955619646030801,-0.8938414241512651
354,0.354,0.3797790955218006,-0.992114701314478,-0.8701837546695269
355,0.355,0.3971478906347799,-0.9876883405951379,-0.8443279255020162
356,0.356,0.414375580993284,-0.9822872507286889,-0.8163392507171849
357,0.357,0.4314560456809585,-0.9759167619387478,-0.7862884321366197
358,0.358,0.44838321609003157,-0.9685831611286312,-0.7542513807361044
359,0.359,0.4651510780774582,-0.9602936856769432,-0.7203090248879072
360,0.36,0.4817536741017149,-0.9510565162951538,-0.6845471059286886
361,0.361,0.49818510533949023,-0.9408807689542257,-0.647055961569444
362,0.362,0.5144395337815063,-0.9297764858882517,-0.6079302976946075
363,0.363,0.5305111843067337,-0.9177546256839815,-0.5672689491267584
364,0.364,0.5463943467342685,-0.90482705246602,-0.5251746299612973
365,0.365,0.5620833778521305,-0.8910065241883685,-0.48175367410171654
366,0.366,0.5775727034222673,-0.8763066800438644,-0.4371157666509338
367,0.367,0.5928568201610587,-0.8607420270039436,-0.3913736668372029
368,0.368,0.6079302976946054,-0.8443279255020152,-0.3446429231745172
369,0.369,0.6227877804881122,-0.8270805742745619,-0.29704158157703464
370,0.37,0.6374239897486892,-0.8090169943749477,-0.2486898871648541
371,0.371,0.6518337253008788,-0.7901550123756907,-0.1997099805144094
372,0.372,0.6660118674342514,-0.7705132427757898,-0.15022558912075903
373,0.373,0.6799533787224188,-0.7501110696304601,-0.10036171485121646
374,0.374,0.6936533058128049,-0.7289686274214123,-0.050244318179770715
375,0.375,0.7071067811865474,-0.7071067811865485,-7.347880794884119e-16
376,0.376,0.7203090248879065,-0.6845471059286885,0.050244318179769244
377,0.377,0.7332553462225601,-0.6613118653236518,0.100361714851215
378,0.378,0.745941145424182,-0.6374239897486897,0.1502255891207576
379,0.379,0.7583619152887215,-0.6129070536529767,0.19970998051440797
380,0.38,0.7705132427757893,-0.5877852522924735,0.24868988716485269
381,0.381,0.782390810576588,-0.5620833778521311,0.29704158157703325
382,0.382,0.793990398647835,-0.5358267949789973,0.34464292317451584
383,0.383,0.805307885711122,-0.5090414157503722,0.3913736668372016
384,0.384,0.8163392507171838,-0.48175367410171477,0.4371157666509325
385,0.385,0.8270805742745616,-0.4539904997395464,0.4817536741017152
386,0.386,0.8375280400421418,-0.42577929156507244,0.525174629961296
387,0.387,0.8476779360850831,-0.39714789063478056,0.5672689491267572
388,0.388,0.8575266561936521,-0.3681245526846781,0.6079302976946064
389,0.389,0.8670707011644901,-0.33873792024529165,0.6470559615694429
390,0.39,0.8763066800438636,-0.3090169943749479,0.6845471059286876
391,0.391,0.885231311332455,-0.2789911060392299,0.7203090248879062
392,0.392,0.8938414241512639,-0.2486898871648556,0.7542513807361034
393,0.393,0.9021339593682028,-0.21814324139654181,0.7862884321366188
394,0.394,0.9101059706849955,-0.18738131458572405,0.816339250717184
395,0.395,0.9177546256839813,-0.15643446504023048,0.8443279255020154
396,0.396,0.925077206834458,-0.125333233564304,0.8701837546695262
397,0.397,0.9320711124582108,-0.09410831331851427,0.8938414241512644
398,0.398,0.9387338576538742,-0.06279051952931351,0.9152411726209183
399,0.399,0.9450630751798048,-0.031410759078128604,0.9343289424566116
400,0.4,0.9510565162951535,-4.898587196589413e-16,0.9510565162951533
401,0.401,0.9567120515588305,0.0314107590781294,0.9653816388332738
402,0.402,0.9620276715860859,0.0627905195293143,0.9772681235681935
403,0.403,0.967001487762435,0.09410831331851506,0.9866859442078681
404,0.404,0.971631732914674,0.1253332335643048,0.9936113105200085
405,0.405,0.9759167619387474,0.15643446504023126,0.9980267284282717
406,0.406,0.979855052384247,0.18738131458572485,0.9999210442038161
407,0.407,0.9834452049953296,0.21814324139654084,0.9992894726405893
408,0.408,0.9866859442078679,0.24868988716485294,0.9961336091431725
409,0.409,0.9895761186026508,0.2789911060392272,0.9904614256966513
